"Hostname","CheckMK ID","Reachable","Uptime Days","Uptime Hours","Reboot Pending","WSUS Update script","Reboot Script","WSUS Update Task","WSUS Reboot Task","Powershell version"
"FUE04TRMSE1-1.mmsrg.net","DE-S310-FUE04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"HRG04TRMMM1-1.mmsrg.net","DE-M141-HRG04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"LBK04TRMSE2-1.mmsrg.net","DE-S339-LBK04TRMSE2-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"WRM04TRMMM1-1.mmsrg.net","DE-M070-WRM04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"RAV04TRMMM1-1.mmsrg.net","DE-M063-RAV04TRMMM1-1","True","9","20","False","Exists","Exists","Ready","Ready","5"
"LBK04TRMSE1-1.mmsrg.net","DE-S068-LBK04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"HAN04TRMSE1-1.mmsrg.net","DE-S001-HAN04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"MDF04TRMMM1-1.mmsrg.net","DE-M171-MDF04TRMMM1-1","True","10","20","False","Exists","Exists","Ready","Ready","5"
"GIE04TRMSE1-1.mmsrg.net","DE-S318-GIE04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"WZB04TRMMM4-1.mmsrg.net","DE-M212-WZB04TRMMM4-1","True","11","20","False","Exists","Exists","Ready","Ready","5"
"PDB04TRMMM1-1.mmsrg.net","DE-M039-PDB04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"MRS04TRMSE1-1.mmsrg.net","DE-S062-MRS04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"OLG04TRMSE1-1.mmsrg.net","DE-S080-OLG04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"NUE04TRMMM2-1.mmsrg.net","DE-M102-NUE04TRMMM2-1","True","4","20","False","Exists","Exists","Ready","Ready","5"
"FUL04TRMMM1-1.mmsrg.net","DE-M009-FUL04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"SIE04TRMSE1-1.mmsrg.net","DE-S212-SIE04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"SAT04TRMMM1-1.mmsrg.net","DE-M293-SAT04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"MUH04TRMSE1-1.mmsrg.net","DE-S400-MUH04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"PAA04TRMSE1-1.mmsrg.net","DE-S312-PAA04TRMSE1-1","True","12","16","False","Exists","Exists","Ready","Ready","5"
"GOE04TRMMM1-1.mmsrg.net","DE-M067-GOE04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"SWF04TRMMM1-1.mmsrg.net","DE-M094-SWF04TRMMM1-1","True","11","14","False","Exists","Exists","Ready","Ready","5"
"PAA04TRMMM1-1.mmsrg.net","DE-M035-PAA04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"BSL04TRMMM1-1.mmsrg.net","DE-M114-BSL04TRMMM1-1","True","3","20","False","Exists","Exists","Ready","Ready","5"
"TUE04TRMSE1-1.mmsrg.net","DE-S064-TUE04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"DOM04TRMSE2-1.mmsrg.net","DE-S078-DOM04TRMSE2-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"STB04TRMMM1-1.mmsrg.net","DE-M031-STB04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"FLE04TRMMM1-1.mmsrg.net","DE-M118-FLE04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"DUI04TRMSE1-1.mmsrg.net","DE-S311-DUI04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"LNH04TRMMM1-1.mmsrg.net","DE-M007-LNH04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"BER04TRMMM3-1.mmsrg.net","DE-M091-BER04TRMMM3-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"DES04TRMSE1-1.mmsrg.net","DE-S320-DES04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"OFU04TRMMM1-1.mmsrg.net","DE-M104-OFU04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"HOF04TRMMM1-1.mmsrg.net","DE-M046-HOF04TRMMM1-1","True","10","21","False","Exists","Exists","Ready","Ready","5"
"ANS04TRMMM1-1.mmsrg.net","DE-M112-ANS04TRMMM1-1","True","4","21","False","Exists","Exists","Ready","Ready","5"
"PLA04TRMMM1-1.mmsrg.net","DE-M093-PLA04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"MUE04TRMSE1-1.mmsrg.net","DE-S025-MUE04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"NUE04TRMSE1-1.mmsrg.net","DE-S006-NUE04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"LAH04TRMMM1-1.mmsrg.net","DE-M160-LAH04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"STS04TRMMM1-1.mmsrg.net","DE-M099-STS04TRMMM1-1","True","1","21","False","Missing","Missing",,,"5"
"KRP04TRMSE1-1.mmsrg.net","DE-S323-KRP04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"LEB04TRMSE1-1.mmsrg.net","DE-S034-LEB04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"FRS04TRMSE1-1.mmsrg.net","DE-S052-FRS04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"WZB04TRMMM2-1.mmsrg.net","DE-M034-WZB04TRMMM2-1","True","2","16","False","Exists","Exists","Ready","Ready","5"
"DRE04TRMMM1-1.mmsrg.net","DE-M069-DRE04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"ESS04TRMSE1-1.mmsrg.net","DE-S023-ESS04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"VHM04TRMMM1-1.mmsrg.net","DE-M130-VHM04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"ERF04TRMSE1-1.mmsrg.net","DE-S039-ERF04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"GLS04TRMSE1-1.mmsrg.net","DE-S007-GLS04TRMSE1-1","True","3","0","False","Exists","Exists","Ready","Ready","5"
"ESS04TRMSE2-1.mmsrg.net","DE-S051-ESS04TRMSE2-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"BAM04TRMMM1-1.mmsrg.net","DE-M012-BAM04TRMMM1-1","True","10","21","False","Exists","Exists","Ready","Ready","5"
"BIE04TRMSE1-1.mmsrg.net","DE-S010-BIE04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"SZB04TRMMM1-1.mmsrg.net","DE-M144-SZB04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"LUD04TRMSE1-1.mmsrg.net","DE-S083-LUD04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"KAR04TRMMM1-1.mmsrg.net","DE-M126-KAR04TRMMM1-1","True","3","21","False","Exists","Exists","Ready","Ready","5"
"DST04TRMSE1-1.mmsrg.net","DE-S071-DST04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"GOS04TRMMM1-1.mmsrg.net","DE-M146-GOS04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"KPT04TRMMM1-1.mmsrg.net","DE-M079-KPT04TRMMM1-1","True","9","20","False","Exists","Exists","Ready","Ready","5"
"CHE04TRMMM2-1.mmsrg.net","DE-M117-CHE04TRMMM2-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"ROH04TRMMM1-1.mmsrg.net","DE-M023-ROH04TRMMM1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"MAR04TRMSE1-1.mmsrg.net","DE-S305-MAR04TRMSE1-1","True","5","16","False","Exists","Exists","Ready","Ready","5"
"","DE-S305-MAR04TRMSE1-1","True","15","5","True","Missing","Missing","Ready","Ready","5"
"","DE-S305-MAR04TRMSE1-1","True","15","5","True","Missing","Missing","Ready","Ready","5"
